i,ts,filename,status,elapsed_sec
41,20260101_192618,000041_20260101_192618.png,ok,41.22
42,20260101_192619,000042_20260101_192619.png,ok,42.22
43,20260101_192620,000043_20260101_192620.png,ok,43.14
44,20260101_192621,000044_20260101_192621.png,ok,44.20
45,20260101_192622,000045_20260101_192622.png,ok,45.21
46,20260101_192623,000046_20260101_192623.png,ok,46.18
47,20260101_192624,000047_20260101_192624.png,ok,47.20
48,20260101_192625,000048_20260101_192625.png,ok,48.29
49,20260101_192626,000049_20260101_192626.png,ok,49.26
50,20260101_192627,000050_20260101_192627.png,ok,50.41
51,20260101_192628,000051_20260101_192628.png,ok,51.63
52,20260101_192629,000052_20260101_192629.png,ok,53.12
53,20260101_192631,000053_20260101_192631.png,ok,54.37
54,20260101_192632,000054_20260101_192632.png,ok,55.72
55,20260101_192634,000055_20260101_192634.png,ok,57.07
56,20260101_192635,000056_20260101_192635.png,ok,58.07
57,20260101_192636,000057_20260101_192636.png,ok,59.06
58,20260101_192637,000058_20260101_192637.png,ok,60.07
59,20260101_192638,000059_20260101_192638.png,ok,61.02
60,20260101_192639,000060_20260101_192639.png,ok,61.99
61,20260101_192640,000061_20260101_192640.png,ok,62.90
62,20260101_192641,000062_20260101_192641.png,ok,63.86
63,20260101_192642,000063_20260101_192642.png,ok,64.79
64,20260101_192643,000064_20260101_192643.png,ok,65.74
65,20260101_192644,000065_20260101_192644.png,ok,66.72
66,20260101_192645,000066_20260101_192645.png,ok,67.74
67,20260101_192646,000067_20260101_192646.png,ok,68.68
68,20260101_192646,000068_20260101_192646.png,ok,69.67
69,20260101_192647,000069_20260101_192647.png,ok,70.64
70,20260101_192648,000070_20260101_192648.png,ok,71.57
71,20260101_192649,000071_20260101_192649.png,ok,72.48
72,20260101_192650,000072_20260101_192650.png,ok,73.42
73,20260101_192651,000073_20260101_192651.png,ok,74.38
74,20260101_192652,000074_20260101_192652.png,ok,75.35
75,20260101_192653,000075_20260101_192653.png,ok,76.31
76,20260101_192654,000076_20260101_192654.png,ok,77.22
77,20260101_192655,000077_20260101_192655.png,ok,78.22
78,20260101_192656,000078_20260101_192656.png,ok,79.19
79,20260101_192657,000079_20260101_192657.png,ok,80.12
80,20260101_192658,000080_20260101_192658.png,ok,81.07
81,20260101_192659,000081_20260101_192659.png,ok,82.08
82,20260101_192700,000082_20260101_192700.png,ok,83.07
83,20260101_192701,000083_20260101_192701.png,ok,84.09
84,20260101_192702,000084_20260101_192702.png,ok,85.09
85,20260101_192703,000085_20260101_192703.png,ok,86.06
86,20260101_192704,000086_20260101_192704.png,ok,87.08
87,20260101_192705,000087_20260101_192705.png,ok,88.05
88,20260101_192706,000088_20260101_192706.png,ok,89.04
89,20260101_192707,000089_20260101_192707.png,ok,89.98
90,20260101_192708,000090_20260101_192708.png,ok,90.94
91,20260101_192709,000091_20260101_192709.png,ok,91.90
92,20260101_192710,000092_20260101_192710.png,ok,92.91
93,20260101_192711,000093_20260101_192711.png,ok,93.88
94,20260101_192712,000094_20260101_192712.png,ok,94.87
95,20260101_192713,000095_20260101_192713.png,ok,95.82
96,20260101_192714,000096_20260101_192714.png,ok,96.83
97,20260101_192715,000097_20260101_192715.png,ok,97.77
98,20260101_192716,000098_20260101_192716.png,ok,98.72
99,20260101_192717,000099_20260101_192717.png,ok,99.67
100,20260101_192717,000100_20260101_192717.png,ok,100.66
101,20260101_192718,000101_20260101_192718.png,ok,101.61
102,20260101_192719,000102_20260101_192719.png,ok,102.53
103,20260101_192720,000103_20260101_192720.png,ok,103.48
104,20260101_192721,000104_20260101_192721.png,ok,104.42
105,20260101_192722,000105_20260101_192722.png,ok,105.40
106,20260101_192723,000106_20260101_192723.png,ok,106.34
107,20260101_192724,000107_20260101_192724.png,ok,107.32
108,20260101_192725,000108_20260101_192725.png,ok,108.24
109,20260101_192726,000109_20260101_192726.png,ok,109.24
110,20260101_192727,000110_20260101_192727.png,ok,110.19
111,20260101_192728,000111_20260101_192728.png,ok,111.25
112,20260101_192729,000112_20260101_192729.png,ok,112.22
113,20260101_192730,000113_20260101_192730.png,ok,113.25
114,20260101_192731,000114_20260101_192731.png,ok,114.22
115,20260101_192732,000115_20260101_192732.png,ok,115.16
116,20260101_192733,000116_20260101_192733.png,ok,116.16
117,20260101_192734,000117_20260101_192734.png,ok,117.12
118,20260101_192735,000118_20260101_192735.png,ok,118.12
119,20260101_192736,000119_20260101_192736.png,ok,119.12
120,20260101_192737,000120_20260101_192737.png,ok,120.14
121,20260101_192738,000121_20260101_192738.png,ok,121.07
122,20260101_192739,000122_20260101_192739.png,ok,122.07
123,20260101_192740,000123_20260101_192740.png,ok,123.01
124,20260101_192741,000124_20260101_192741.png,ok,123.97
125,20260101_192742,000125_20260101_192742.png,ok,124.98
126,20260101_192743,000126_20260101_192743.png,ok,125.97
127,20260101_192744,000127_20260101_192744.png,ok,126.94
128,20260101_192745,000128_20260101_192745.png,ok,127.95
129,20260101_192746,000129_20260101_192746.png,ok,129.07
130,20260101_192747,000130_20260101_192747.png,ok,130.06
131,20260101_192748,000131_20260101_192748.png,ok,131.04
132,20260101_192749,000132_20260101_192749.png,ok,132.03
133,20260101_192750,000133_20260101_192750.png,ok,132.96
134,20260101_192751,000134_20260101_192751.png,ok,133.94
135,20260101_192752,000135_20260101_192752.png,ok,134.98
136,20260101_192753,000136_20260101_192753.png,ok,135.94
137,20260101_192754,000137_20260101_192754.png,ok,136.96
138,20260101_192755,000138_20260101_192755.png,ok,137.96
139,20260101_192756,000139_20260101_192756.png,ok,138.96
140,20260101_192757,000140_20260101_192757.png,ok,139.92
141,20260101_192758,000141_20260101_192758.png,ok,140.97
142,20260101_192759,000142_20260101_192759.png,ok,142.08
143,20260101_192800,000143_20260101_192800.png,ok,143.06
144,20260101_192801,000144_20260101_192801.png,ok,144.10
145,20260101_192802,000145_20260101_192802.png,ok,145.03
146,20260101_192803,000146_20260101_192803.png,ok,146.02
147,20260101_192804,000147_20260101_192804.png,ok,147.01
148,20260101_192805,000148_20260101_192805.png,ok,147.99
149,20260101_192806,000149_20260101_192806.png,ok,149.00
150,20260101_192807,000150_20260101_192807.png,ok,149.93
151,20260101_192808,000151_20260101_192808.png,ok,150.99
152,20260101_192809,000152_20260101_192809.png,ok,152.02
153,20260101_192810,000153_20260101_192810.png,ok,153.01
154,20260101_192811,000154_20260101_192811.png,ok,154.00
155,20260101_192812,000155_20260101_192812.png,ok,154.99
156,20260101_192813,000156_20260101_192813.png,ok,155.98
157,20260101_192814,000157_20260101_192814.png,ok,157.00
158,20260101_192815,000158_20260101_192815.png,ok,157.95
159,20260101_192816,000159_20260101_192816.png,ok,158.97
160,20260101_192817,000160_20260101_192817.png,ok,159.97
161,20260101_192818,000161_20260101_192818.png,ok,160.96
162,20260101_192819,000162_20260101_192819.png,ok,161.96
163,20260101_192820,000163_20260101_192820.png,ok,162.98
164,20260101_192821,000164_20260101_192821.png,ok,163.94
165,20260101_192822,000165_20260101_192822.png,ok,164.95
166,20260101_192823,000166_20260101_192823.png,ok,166.05
167,20260101_192824,000167_20260101_192824.png,ok,167.03
168,20260101_192825,000168_20260101_192825.png,ok,168.05
169,20260101_192826,000169_20260101_192826.png,ok,169.06
170,20260101_192827,000170_20260101_192827.png,ok,170.06
171,20260101_192828,000171_20260101_192828.png,ok,171.01
172,20260101_192829,000172_20260101_192829.png,ok,172.02
173,20260101_192830,000173_20260101_192830.png,ok,173.05
174,20260101_192831,000174_20260101_192831.png,ok,174.06
175,20260101_192832,000175_20260101_192832.png,ok,175.02
176,20260101_192833,000176_20260101_192833.png,ok,176.06
177,20260101_192834,000177_20260101_192834.png,ok,177.04
178,20260101_192835,000178_20260101_192835.png,ok,178.11
179,20260101_192836,000179_20260101_192836.png,ok,179.13
180,20260101_192837,000180_20260101_192837.png,ok,180.08
181,20260101_192838,000181_20260101_192838.png,ok,181.04
182,20260101_192839,000182_20260101_192839.png,ok,182.05
183,20260101_192840,000183_20260101_192840.png,ok,183.10
184,20260101_192841,000184_20260101_192841.png,ok,184.14
185,20260101_192842,000185_20260101_192842.png,ok,185.10
186,20260101_192843,000186_20260101_192843.png,ok,186.07
187,20260101_192844,000187_20260101_192844.png,ok,187.06
188,20260101_192845,000188_20260101_192845.png,ok,188.10
189,20260101_192846,000189_20260101_192846.png,ok,189.14
190,20260101_192847,000190_20260101_192847.png,ok,190.15
191,20260101_192848,000191_20260101_192848.png,ok,191.09
192,20260101_192849,000192_20260101_192849.png,ok,192.08
193,20260101_192850,000193_20260101_192850.png,ok,193.12
194,20260101_192851,000194_20260101_192851.png,ok,194.09
195,20260101_192852,000195_20260101_192852.png,ok,195.09
196,20260101_192853,000196_20260101_192853.png,ok,196.11
197,20260101_192854,000197_20260101_192854.png,ok,197.13
198,20260101_192855,000198_20260101_192855.png,ok,198.14
199,20260101_192856,000199_20260101_192856.png,ok,199.12
200,20260101_192857,000200_20260101_192857.png,ok,200.15
201,20260101_192858,000201_20260101_192858.png,ok,201.17
202,20260101_192859,000202_20260101_192859.png,ok,202.18
203,20260101_192900,000203_20260101_192900.png,ok,203.33
204,20260101_192901,000204_20260101_192901.png,ok,204.38
205,20260101_192902,000205_20260101_192902.png,ok,205.34
206,20260101_192903,000206_20260101_192903.png,ok,206.31
207,20260101_192904,000207_20260101_192904.png,ok,207.33
208,20260101_192905,000208_20260101_192905.png,ok,208.30
209,20260101_192906,000209_20260101_192906.png,ok,209.27
210,20260101_192907,000210_20260101_192907.png,ok,210.25
211,20260101_192908,000211_20260101_192908.png,ok,211.24
212,20260101_192909,000212_20260101_192909.png,ok,212.26
213,20260101_192910,000213_20260101_192910.png,ok,213.27
214,20260101_192911,000214_20260101_192911.png,ok,214.23
215,20260101_192912,000215_20260101_192912.png,ok,215.20
216,20260101_192913,000216_20260101_192913.png,ok,216.20
217,20260101_192914,000217_20260101_192914.png,ok,217.14
218,20260101_192915,000218_20260101_192915.png,ok,218.16
219,20260101_192916,000219_20260101_192916.png,ok,219.15
220,20260101_192917,000220_20260101_192917.png,ok,220.16
221,20260101_192918,000221_20260101_192918.png,ok,221.18
222,20260101_192919,000222_20260101_192919.png,ok,222.14
223,20260101_192920,000223_20260101_192920.png,ok,223.16
224,20260101_192921,000224_20260101_192921.png,ok,224.12
225,20260101_192922,000225_20260101_192922.png,ok,225.15
226,20260101_192923,000226_20260101_192923.png,ok,226.14
227,20260101_192924,000227_20260101_192924.png,ok,227.16
228,20260101_192925,000228_20260101_192925.png,ok,228.19
229,20260101_192926,000229_20260101_192926.png,ok,229.17
230,20260101_192927,000230_20260101_192927.png,ok,230.19
231,20260101_192928,000231_20260101_192928.png,ok,231.20
232,20260101_192929,000232_20260101_192929.png,ok,232.25
233,20260101_192930,000233_20260101_192930.png,ok,233.22
234,20260101_192931,000234_20260101_192931.png,ok,234.25
235,20260101_192932,000235_20260101_192932.png,ok,235.22
236,20260101_192933,000236_20260101_192933.png,ok,236.27
237,20260101_192934,000237_20260101_192934.png,ok,237.29
238,20260101_192935,000238_20260101_192935.png,ok,238.28
239,20260101_192936,000239_20260101_192936.png,ok,239.32
240,20260101_192937,000240_20260101_192937.png,ok,240.35
241,20260101_192938,000241_20260101_192938.png,ok,241.38
242,20260101_192939,000242_20260101_192939.png,ok,242.36
243,20260101_192940,000243_20260101_192940.png,ok,243.39
244,20260101_192941,000244_20260101_192941.png,ok,244.39
245,20260101_192942,000245_20260101_192942.png,ok,245.41
246,20260101_192943,000246_20260101_192943.png,ok,246.38
247,20260101_192944,000247_20260101_192944.png,ok,247.38
248,20260101_192945,000248_20260101_192945.png,ok,248.38
249,20260101_192946,000249_20260101_192946.png,ok,249.44
250,20260101_192947,000250_20260101_192947.png,ok,250.48
251,20260101_192948,000251_20260101_192948.png,ok,251.48
252,20260101_192949,000252_20260101_192949.png,ok,252.48
253,20260101_192950,000253_20260101_192950.png,ok,253.48
254,20260101_192951,000254_20260101_192951.png,ok,254.55
255,20260101_192952,000255_20260101_192952.png,ok,255.57
256,20260101_192953,000256_20260101_192953.png,ok,256.61
257,20260101_192954,000257_20260101_192954.png,ok,257.65
258,20260101_192955,000258_20260101_192955.png,ok,258.68
259,20260101_192956,000259_20260101_192956.png,ok,259.69
260,20260101_192958,000260_20260101_192958.png,ok,260.63
261,20260101_192958,000261_20260101_192958.png,ok,261.60
262,20260101_192959,000262_20260101_192959.png,ok,262.58
263,20260101_193000,000263_20260101_193000.png,ok,263.55
264,20260101_193001,000264_20260101_193001.png,ok,264.55
265,20260101_193002,000265_20260101_193002.png,ok,265.56
266,20260101_193003,000266_20260101_193003.png,ok,266.55
267,20260101_193004,000267_20260101_193004.png,ok,267.55
268,20260101_193005,000268_20260101_193005.png,ok,268.56
269,20260101_193006,000269_20260101_193006.png,ok,269.56
270,20260101_193007,000270_20260101_193007.png,ok,270.53
271,20260101_193008,000271_20260101_193008.png,ok,271.51
272,20260101_193009,000272_20260101_193009.png,ok,272.47
273,20260101_193010,000273_20260101_193010.png,ok,273.42
274,20260101_193011,000274_20260101_193011.png,ok,274.33
275,20260101_193012,000275_20260101_193012.png,ok,275.46
276,20260101_193013,000276_20260101_193013.png,ok,276.37
277,20260101_193014,000277_20260101_193014.png,ok,277.38
278,20260101_193015,000278_20260101_193015.png,ok,278.39
279,20260101_193016,000279_20260101_193016.png,ok,279.33
280,20260101_193017,000280_20260101_193017.png,ok,280.29
281,20260101_193018,000281_20260101_193018.png,ok,281.30
282,20260101_193019,000282_20260101_193019.png,ok,282.31
283,20260101_193020,000283_20260101_193020.png,ok,283.36
284,20260101_193021,000284_20260101_193021.png,ok,284.36
285,20260101_193022,000285_20260101_193022.png,ok,285.44
286,20260101_193023,000286_20260101_193023.png,ok,286.42
287,20260101_193024,000287_20260101_193024.png,ok,287.43
288,20260101_193025,000288_20260101_193025.png,ok,288.40
289,20260101_193026,000289_20260101_193026.png,ok,289.30
290,20260101_193027,000290_20260101_193027.png,ok,290.33
